1.219688631957371650e+00;9.243138023958380467e-01
1.021092641130237677e+00;1.088514265659338731e+00
-1.099436288093048386e+00;-9.517789831540104384e-01
-1.093213252564317450e+00;-1.346846413753393312e+00
9.575700100117972013e-01;9.271941328280906003e-01
-9.029879363675190618e-01;-9.421114218869630630e-01
-1.296074014291531684e+00;-1.308157892800599242e+00
-5.833583600126303059e-01;-2.907032261654247662e-01
2.022462093223977020e-02;-1.408919295539103889e-01
-6.381065602095752354e-01;-3.972177329830358650e-01
-5.274217518931457738e-01;-3.909212006416784013e-01
1.904555288019843876e-02;-5.249687764226141917e-01
-8.775624299135543760e-01;-9.798690877187180570e-01
1.671521157190001064e-02;-3.545986107413192645e-01
-2.936634112872696933e-01;-3.888312372174226317e-01
-2.271881186924052665e-01;5.474112409386920619e-02
1.200586241892571904e+00;9.378564072854610467e-01
-8.502257211300408013e-01;-7.111004058125907079e-01
-4.890333485021284288e-01;-5.255687219539741939e-01
1.792196891424731597e-01;4.522550139606281161e-01
2.926438601674988815e-01;4.665969250777669552e-01
-1.221029697591589080e+00;-1.378579020803967659e+00
1.406001907394552441e+00;1.385323061572080405e+00
-2.970553785661417256e-01;-3.103256538231743966e-01
-8.723561369829310186e-01;-1.348126582432122023e+00
-6.168490935575524775e-02;-9.604242816954516870e-02
7.563084817670978621e-01;9.712906737602253759e-01
-7.565164707288087043e-02;3.441078977166218966e-02
-3.199801931069125582e-01;-7.382374019299428047e-01
3.088767247892868495e-01;4.633600434247122091e-01
7.167385805488690753e-01;2.791630111145992910e-01
1.034611814608713765e+00;1.089526693033498139e+00
4.096941825443524698e-01;7.562199249509701793e-02
2.606771799341858209e-01;2.257034073212245140e-01
-1.231135410357948823e+00;-1.313391078873102469e+00
4.844533934592034075e-01;8.967444923581308069e-01
1.438071372144566207e-01;-2.015277528916340766e-01
6.485735675260033695e-01;6.864193923939246877e-01
-1.949480101466676052e+00;-2.161519348953319763e+00
1.001394620166004668e+00;6.894109714778503539e-01
-1.220693859523219876e-01;-4.193372527717763587e-01
