-1.718031422212653814e+00;-4.828853376098268257e-01
1.410857937160856224e-01;-1.001386203739134562e+00
4.620141978191884546e-01;5.457240298915786436e-01
-1.208682466779990250e+00;-1.628046780586041242e+00
5.085091557069116863e-01;2.572501519314732699e-01
-1.499080972814096357e+00;-1.882500983084050450e+00
-1.402803902981356154e+00;-7.795699002922797938e-01
1.359114036622917299e+00;1.665903341658781400e+00
1.114422718486631103e+00;4.368742041492478800e-01
-1.197795915769830355e+00;-1.519941505836864160e+00
9.317428249295637288e-01;4.212565696489249389e-01
-4.993881764838432602e-01;-2.962287929202253589e-01
9.858136078322964069e-02;-1.675124282820835558e-02
-3.687423678079813083e-01;-4.027128595301139868e-01
5.322002428910096450e-01;3.096777186060153259e-02
1.073144501213449731e+00;9.344826136601194211e-01
-1.337211792415375244e+00;-1.189218538480479648e+00
-1.081745928685408753e+00;-5.948925001374536503e-01
-2.169230733435225211e+00;-2.744122215033956369e+00
-1.229177201136138375e+00;-1.708204792030922015e+00
3.018110988593485922e-01;1.075458300677857526e+00
-4.261978357766054160e-01;3.252099150264414762e-01
3.825457059625556600e-01;9.127324597097558057e-01
-1.015462642942059679e+00;-1.756864715219694562e+00
-1.671207348343710875e+00;-1.451455095690914465e+00
3.215305040001725789e-01;7.715946977025708309e-01
-1.477681096472834021e-01;9.761152188225820370e-02
-2.020103507958965317e+00;-2.044081824796747604e+00
9.597271277922651000e-01;1.005572158555070761e+00
4.514589964641838593e-01;8.983254521451048413e-01
-5.818863044839220899e-01;-8.678417967884941575e-01
-8.026541713083056306e-01;-1.029420357085562898e+00
1.866828595147610736e-01;-2.163177844651861803e-01
1.378363015896084232e+00;1.327968782073787546e+00
3.771290533391705724e-01;1.473750496889522643e-02
-1.800299608700498766e+00;-1.640474008612563983e+00
3.484490124301577868e-02;6.098374509959820361e-02
1.624710276909694162e+00;7.283014375402810936e-01
1.752258659869029844e-01;3.451428955291388490e-01
-7.309242497989358878e-01;-1.023739255573841822e+00
1.278237139850908755e-01;-2.083881794364482731e-01
1.164788672685494797e+00;1.039729505757041039e+00
3.027313071204508210e-01;7.271912481597886391e-01
3.140607032658682130e-01;-9.623236484985895345e-01
1.645939493028442807e-02;9.848804633203329939e-02
2.171278466414599428e+00;1.743012529538231270e+00
2.634085380190553938e+00;1.543654099959771875e+00
3.283698284161177261e-01;4.762591937723847368e-01
2.053074288833279581e+00;1.840619516629348196e+00
